PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	m/z matched	MS/MS matched	RT similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
1041	Unknown	516	5.376873	5.46257	5.519185	187.9639	25244.87890625	112857.1796875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	16.74813	187.96392:13437 188.09109:9093 188.90362:20305 188.97998:20284 191.0182:9663	
1042	Unknown	516	5.338081	5.46257	5.585113	238.7419	4730.73095703125	13423.7802734375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.442592	238.97647:14926 239.13818:16143 242.0496:8075	
1043	Unknown	516	5.338081	5.46257	5.585113	254.1014	5184.7392578125	14712.060546875	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	5.720899	254.02984:11947 255.23133:128816 256.23554:12720 258.91952:12081	
1044	Unknown	516	5.338081	5.46257	5.585113	275.7019	5928.9873046875	16823.916015625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	10.25704	276.93049:7977 279.23145:55279 280.23494:9051	
1045	Unknown	516	5.338081	5.46257	5.585113	286.103	4851.2978515625	13765.896484375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	6.629953	286.90967:8662 288.97319:21175	
1046	Unknown	516	5.318363	5.46257	5.632248	309.116	5430.40576171875	15409.1552734375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	4.043213	311.22157:9159 312.99127:7624	
1047	Unknown	516	5.338081	5.46257	5.585113	327.7972	4569.7685546875	12967.0380859375	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	91.39538	330.06774:10180	
1048	Unknown	516	5.298394	5.46257	5.509762	330.0677	7662.1748046875	23326.31640625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	8.95827	330.06774:10180	
1049	Unknown	516	5.298394	5.46257	5.603951	334.3936	4697.31982421875	13328.97265625	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.730049		
1050	Unknown	516	5.338081	5.46257	5.585113	343.6988	5178.8271484375	14695.283203125	null	[M-H]-	M + 0		null	null	null	null	null	null	999	False	False	False	null	null	null	null	null	7.89122		
